type,value,startDate,endDate,sleepDurationHours
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0119,2024-08-25 12:11:53,2024-08-25 12:11:58,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0196,2024-08-25 12:49:32,2024-08-25 12:49:45,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01549,2024-08-25 13:09:03,2024-08-25 13:09:15,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01017,2024-08-25 13:09:15,2024-08-25 13:09:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06173,2024-08-25 13:24:04,2024-08-25 13:30:17,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02745,2024-08-25 14:46:21,2024-08-25 14:54:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02647,2024-08-25 16:50:17,2024-08-25 16:52:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05271,2024-08-25 17:51:07,2024-08-25 17:59:01,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0643,2024-08-25 18:38:32,2024-08-25 18:41:06,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00632,2024-08-25 19:31:35,2024-08-25 19:31:37,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.36241,2024-08-25 20:00:57,2024-08-25 20:10:58,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.519776,2024-08-25 20:10:58,2024-08-25 20:20:30,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.72958,2024-08-25 20:20:30,2024-08-25 20:27:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0152,2024-08-25 20:27:53,2024-08-25 20:28:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02249,2024-08-25 21:27:53,2024-08-25 21:29:43,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02077,2024-08-25 22:37:42,2024-08-25 22:37:50,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02505,2024-08-25 22:42:13,2024-08-25 22:43:15,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04383,2024-08-25 22:52:26,2024-08-25 23:02:22,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03501,2024-08-25 23:03:11,2024-08-25 23:09:02,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02729,2024-08-25 23:28:22,2024-08-25 23:35:54,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00951,2024-08-26 00:16:06,2024-08-26 00:17:38,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02009,2024-08-26 01:19:44,2024-08-26 01:20:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00606,2024-08-26 09:25:18,2024-08-26 09:25:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08441,2024-08-26 09:47:43,2024-08-26 09:55:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.11996,2024-08-26 10:02:20,2024-08-26 10:04:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.56956,2024-08-26 10:32:34,2024-08-26 10:42:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.64043,2024-08-26 10:42:35,2024-08-26 10:52:36,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.59396,2024-08-26 10:52:36,2024-08-26 11:02:36,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.38825,2024-08-26 11:02:36,2024-08-26 11:09:39,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.39048,2024-08-26 11:15:48,2024-08-26 11:25:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.81347,2024-08-26 11:25:48,2024-08-26 11:35:49,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.94652,2024-08-26 11:35:49,2024-08-26 11:45:49,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.87582,2024-08-26 11:45:49,2024-08-26 11:55:50,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.30871,2024-08-26 11:55:50,2024-08-26 11:59:19,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.004,2024-08-26 12:04:51,2024-08-26 12:04:54,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04169,2024-08-26 12:16:17,2024-08-26 12:20:04,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00648,2024-08-26 12:28:36,2024-08-26 12:28:39,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04229,2024-08-26 12:46:22,2024-08-26 12:47:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.17756,2024-08-26 12:59:57,2024-08-26 13:05:22,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06073,2024-08-26 13:05:22,2024-08-26 13:07:02,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03253,2024-08-26 13:16:16,2024-08-26 13:17:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03969,2024-08-26 14:59:05,2024-08-26 15:04:56,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08459,2024-08-26 16:10:41,2024-08-26 16:18:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.13649,2024-08-26 16:22:22,2024-08-26 16:31:08,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.10849,2024-08-26 16:35:44,2024-08-26 16:42:03,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00834,2024-08-26 17:57:56,2024-08-26 17:58:01,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03741,2024-08-26 18:36:00,2024-08-26 18:36:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02647,2024-08-26 18:46:47,2024-08-26 18:47:15,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07509,2024-08-26 18:58:46,2024-08-26 19:03:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0016,2024-08-26 19:23:09,2024-08-26 19:23:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0038,2024-08-26 19:54:03,2024-08-26 19:54:05,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01634,2024-08-26 21:37:18,2024-08-26 21:38:43,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00962,2024-08-26 22:25:20,2024-08-26 22:25:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06618,2024-08-26 22:27:46,2024-08-26 22:30:39,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00706,2024-08-26 23:38:14,2024-08-26 23:38:45,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04355,2024-08-26 23:58:38,2024-08-27 00:07:20,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00247,2024-08-27 00:09:29,2024-08-27 00:09:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04147,2024-08-27 01:38:01,2024-08-27 01:42:19,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00688,2024-08-27 10:27:58,2024-08-27 10:37:21,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00294,2024-08-27 11:23:00,2024-08-27 11:23:03,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07054,2024-08-27 11:48:24,2024-08-27 11:51:14,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05968,2024-08-27 12:17:19,2024-08-27 12:21:56,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0654256,2024-08-27 13:50:33,2024-08-27 13:52:39,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0815754,2024-08-27 14:13:06,2024-08-27 14:22:39,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08864,2024-08-27 14:31:12,2024-08-27 14:32:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04211,2024-08-27 14:41:09,2024-08-27 14:50:08,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.13461,2024-08-27 14:58:05,2024-08-27 15:08:03,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.26162,2024-08-27 15:08:08,2024-08-27 15:16:18,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02119,2024-08-27 15:29:00,2024-08-27 15:30:17,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0461099,2024-08-27 16:13:56,2024-08-27 16:21:56,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.19684,2024-08-27 16:23:21,2024-08-27 16:32:58,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.100011,2024-08-27 16:34:08,2024-08-27 16:43:52,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02575,2024-08-27 16:44:16,2024-08-27 16:54:07,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04852,2024-08-27 16:54:18,2024-08-27 16:57:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05321,2024-08-27 17:14:21,2024-08-27 17:23:54,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01368,2024-08-27 17:28:28,2024-08-27 17:28:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01368,2024-08-27 17:51:23,2024-08-27 17:51:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02074,2024-08-27 18:19:44,2024-08-27 18:20:02,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0581,2024-08-27 22:19:15,2024-08-27 22:20:37,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01124,2024-08-27 22:30:43,2024-08-27 22:30:51,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0485911,2024-08-27 22:31:50,2024-08-27 22:33:44,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02565,2024-08-27 23:26:50,2024-08-27 23:35:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.146827,2024-08-27 23:39:37,2024-08-27 23:49:22,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01683,2024-08-27 23:58:32,2024-08-27 23:59:21,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01309,2024-08-28 00:14:43,2024-08-28 00:14:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02181,2024-08-28 00:27:58,2024-08-28 00:28:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00525,2024-08-28 00:39:32,2024-08-28 00:39:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02468,2024-08-28 10:48:57,2024-08-28 10:57:58,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01175,2024-08-28 11:00:38,2024-08-28 11:00:51,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02786,2024-08-28 11:45:38,2024-08-28 11:52:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0198,2024-08-28 12:20:32,2024-08-28 12:25:10,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00895,2024-08-28 12:34:47,2024-08-28 12:34:52,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.103259,2024-08-28 13:08:52,2024-08-28 13:11:19,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01898,2024-08-28 13:16:05,2024-08-28 13:16:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.47063,2024-08-28 13:24:33,2024-08-28 13:34:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06769,2024-08-28 13:35:25,2024-08-28 13:37:14,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03921,2024-08-28 13:48:57,2024-08-28 13:49:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.1943,2024-08-28 13:49:31,2024-08-28 13:59:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.43035,2024-08-28 13:59:31,2024-08-28 14:09:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.32469,2024-08-28 14:09:32,2024-08-28 14:19:20,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.23028,2024-08-28 14:19:33,2024-08-28 14:29:23,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.14831,2024-08-28 14:29:46,2024-08-28 14:39:47,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.30288,2024-08-28 14:40:12,2024-08-28 14:50:13,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00823,2024-08-28 14:50:13,2024-08-28 14:50:21,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.43999,2024-08-28 14:50:21,2024-08-28 15:00:06,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.503087,2024-08-28 15:00:27,2024-08-28 15:10:27,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.49066,2024-08-28 15:10:27,2024-08-28 15:17:07,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.16562,2024-08-28 15:31:31,2024-08-28 15:40:50,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.10886,2024-08-28 15:41:44,2024-08-28 15:44:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0739645,2024-08-28 15:44:29,2024-08-28 15:45:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08932,2024-08-28 15:45:46,2024-08-28 15:51:16,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03024,2024-08-28 16:05:38,2024-08-28 16:12:05,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03464,2024-08-28 16:44:39,2024-08-28 16:45:30,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07435,2024-08-28 16:47:34,2024-08-28 16:48:59,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.16878,2024-08-28 17:44:32,2024-08-28 17:47:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.29917,2024-08-28 17:47:37,2024-08-28 17:54:37,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.17355,2024-08-28 18:09:09,2024-08-28 18:18:10,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.53511,2024-08-28 18:22:51,2024-08-28 18:32:52,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.56897,2024-08-28 18:32:52,2024-08-28 18:41:17,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.39232,2024-08-28 19:13:01,2024-08-28 19:18:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.09096,2024-08-28 19:34:56,2024-08-28 19:44:27,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.64428,2024-08-28 19:45:22,2024-08-28 19:54:54,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.12641,2024-08-28 19:55:35,2024-08-28 19:57:47,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.30305,2024-08-28 20:02:22,2024-08-28 20:07:14,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.44407,2024-08-28 20:07:16,2024-08-28 20:15:16,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.13273,2024-08-28 20:15:52,2024-08-28 20:22:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.44996,2024-08-28 20:26:54,2024-08-28 20:35:43,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04547,2024-08-28 20:47:44,2024-08-28 20:49:15,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07558,2024-08-28 20:59:07,2024-08-28 21:03:51,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04752,2024-08-28 21:28:37,2024-08-28 21:29:21,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05495,2024-08-28 21:48:41,2024-08-28 21:49:53,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03809,2024-08-28 22:12:44,2024-08-28 22:14:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08575,2024-08-28 22:54:20,2024-08-28 22:58:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0083,2024-08-28 23:13:44,2024-08-28 23:13:47,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00225,2024-08-28 23:46:43,2024-08-28 23:46:45,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01761,2024-08-29 00:16:19,2024-08-29 00:20:08,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01824,2024-08-29 02:14:10,2024-08-29 02:14:17,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0235,2024-08-29 12:03:24,2024-08-29 12:04:13,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01824,2024-08-29 12:38:25,2024-08-29 12:38:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0967749,2024-08-29 13:07:44,2024-08-29 13:09:20,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00204,2024-08-29 13:46:32,2024-08-29 13:46:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01869,2024-08-29 14:49:26,2024-08-29 14:49:49,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08658,2024-08-29 14:50:46,2024-08-29 14:53:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01708,2024-08-29 14:53:28,2024-08-29 14:53:38,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.10435,2024-08-29 14:59:21,2024-08-29 15:00:41,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.09922,2024-08-29 15:09:14,2024-08-29 15:10:47,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06507,2024-08-29 15:17:37,2024-08-29 15:23:37,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.21716,2024-08-29 18:00:10,2024-08-29 18:05:43,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07668,2024-08-29 18:13:34,2024-08-29 18:23:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.336358,2024-08-29 18:23:57,2024-08-29 18:33:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03258,2024-08-29 18:46:57,2024-08-29 18:47:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00809,2024-08-29 18:54:40,2024-08-29 18:54:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0808,2024-08-29 19:11:28,2024-08-29 19:21:08,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.2438,2024-08-29 19:21:28,2024-08-29 19:28:59,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.49903,2024-08-29 19:28:59,2024-08-29 19:36:13,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.70374,2024-08-29 19:36:13,2024-08-29 19:46:13,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.32693,2024-08-29 19:46:13,2024-08-29 19:50:57,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.52771,2024-08-29 19:50:57,2024-08-29 19:59:19,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0141,2024-08-29 19:59:19,2024-08-29 19:59:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01289,2024-08-29 20:20:20,2024-08-29 20:20:33,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04291,2024-08-29 20:31:24,2024-08-29 20:35:29,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01112,2024-08-30 01:26:22,2024-08-30 01:26:29,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04979,2024-08-30 02:06:12,2024-08-30 02:11:57,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03156,2024-08-30 02:18:22,2024-08-30 02:18:48,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0225,2024-08-30 08:10:35,2024-08-30 08:11:09,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0691517,2024-08-30 08:49:41,2024-08-30 08:55:02,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04746,2024-08-30 08:59:48,2024-08-30 09:00:24,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0619294,2024-08-30 09:00:24,2024-08-30 09:01:06,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03275,2024-08-30 09:05:47,2024-08-30 09:06:18,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00941,2024-08-30 10:02:36,2024-08-30 10:02:41,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.15357,2024-08-30 10:02:41,2024-08-30 10:12:03,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0539141,2024-08-30 10:13:15,2024-08-30 10:18:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05163,2024-08-30 10:18:50,2024-08-30 10:22:35,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03596,2024-08-30 11:41:13,2024-08-30 11:44:52,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06199,2024-08-30 12:02:08,2024-08-30 12:02:57,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02798,2024-08-30 12:03:46,2024-08-30 12:04:10,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08953,2024-08-30 12:30:39,2024-08-30 12:33:11,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05338,2024-08-30 12:49:41,2024-08-30 12:50:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02459,2024-08-30 13:11:23,2024-08-30 13:11:38,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01662,2024-08-30 13:30:25,2024-08-30 13:30:30,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02633,2024-08-30 13:49:06,2024-08-30 13:49:21,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00396,2024-08-30 13:59:18,2024-08-30 13:59:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0015,2024-08-30 15:59:18,2024-08-30 15:59:20,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00572,2024-08-30 16:58:38,2024-08-30 16:58:41,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00816,2024-08-30 17:52:32,2024-08-30 17:52:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.49891,2024-08-30 17:59:42,2024-08-30 18:08:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.72897,2024-08-30 18:08:25,2024-08-30 18:18:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.42318,2024-08-30 18:18:26,2024-08-30 18:24:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.05995,2024-08-30 18:27:12,2024-08-30 18:30:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01048,2024-08-30 18:56:01,2024-08-30 18:56:06,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.09108,2024-08-30 19:09:45,2024-08-30 19:19:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0437264,2024-08-30 19:24:38,2024-08-30 19:26:00,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02009,2024-08-30 20:11:24,2024-08-30 20:15:47,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01881,2024-08-30 20:50:15,2024-08-30 20:52:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0692771,2024-08-30 22:03:35,2024-08-30 22:06:10,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01184,2024-08-31 01:30:11,2024-08-31 01:30:13,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02952,2024-08-31 02:14:41,2024-08-31 02:21:23,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03048,2024-08-31 02:24:41,2024-08-31 02:29:51,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00075,2024-08-31 02:38:35,2024-08-31 02:38:38,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0018,2024-08-31 11:56:29,2024-08-31 11:56:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01537,2024-08-31 12:09:28,2024-08-31 12:09:36,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0338041,2024-08-31 12:39:04,2024-08-31 12:47:49,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01994,2024-08-31 13:19:42,2024-08-31 13:19:52,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01164,2024-08-31 13:34:34,2024-08-31 13:34:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02427,2024-08-31 13:39:51,2024-08-31 13:40:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0038,2024-08-31 13:55:11,2024-08-31 13:55:14,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0212,2024-08-31 15:20:29,2024-08-31 15:20:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03285,2024-08-31 16:13:45,2024-08-31 16:15:49,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0026,2024-08-31 16:43:24,2024-08-31 16:43:26,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01067,2024-08-31 18:07:21,2024-08-31 18:07:31,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04763,2024-08-31 19:01:08,2024-08-31 19:02:44,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0195082,2024-08-31 19:36:21,2024-08-31 19:36:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0165,2024-08-31 20:43:13,2024-08-31 20:43:18,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00513,2024-08-31 21:26:04,2024-08-31 21:26:07,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0166,2024-08-31 23:12:24,2024-08-31 23:12:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02479,2024-08-31 23:16:54,2024-08-31 23:23:15,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02393,2024-08-31 23:36:07,2024-08-31 23:36:25,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01932,2024-08-31 23:43:36,2024-08-31 23:43:54,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03843,2024-09-01 02:49:38,2024-09-01 02:52:33,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03207,2024-09-01 12:29:03,2024-09-01 12:35:19,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01254,2024-09-01 12:43:05,2024-09-01 12:43:16,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01708,2024-09-01 13:12:14,2024-09-01 13:12:34,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01835,2024-09-01 14:16:10,2024-09-01 14:16:29,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08505,2024-09-01 14:38:00,2024-09-01 14:43:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06702,2024-09-01 14:45:41,2024-09-01 14:50:50,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.49322,2024-09-01 14:58:10,2024-09-01 15:06:33,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.12375,2024-09-01 15:06:56,2024-09-01 15:10:36,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08007,2024-09-01 15:10:36,2024-09-01 15:11:32,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0470774,2024-09-01 15:25:33,2024-09-01 15:33:37,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.0896124,2024-09-01 15:40:11,2024-09-01 15:42:00,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03845,2024-09-01 15:44:37,2024-09-01 15:48:24,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.02819,2024-09-01 17:07:00,2024-09-01 17:07:46,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.01401,2024-09-01 17:21:26,2024-09-01 17:21:44,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.13243,2024-09-01 21:25:22,2024-09-01 21:33:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.07481,2024-09-01 21:44:11,2024-09-01 21:48:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.08778,2024-09-01 23:40:29,2024-09-01 23:50:04,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.00948,2024-09-01 23:51:31,2024-09-01 23:51:42,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.04234,2024-09-01 23:54:50,2024-09-01 23:55:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.06065,2024-09-02 00:01:27,2024-09-02 00:03:28,
HKQuantityTypeIdentifierDistanceWalkingRunning,0.03834,2024-09-02 00:07:25,2024-09-02 00:09:31,
